,filename,class
68,ae71797c_nohash_1.wav,sheila
69,0ff728b5_nohash_4.wav,off
70,6c0f6493_nohash_0.wav,bed
71,24ad3ebe_nohash_0.wav,sheila
72,311fde72_nohash_0.wav,bed
73,30137d34_nohash_2.wav,house
74,3b8406c0_nohash_0.wav,down
75,00b01445_nohash_0.wav,right
76,370844f7_nohash_0.wav,dog
77,ab5d7179_nohash_0.wav,seven
78,4a803e67_nohash_0.wav,sheila
79,de6eb27c_nohash_1.wav,down
80,5b09db89_nohash_3.wav,five
81,0d53e045_nohash_0.wav,three
82,b7016c27_nohash_0.wav,seven
83,f9bdf10e_nohash_0.wav,five
84,26b28ea7_nohash_0.wav,house
85,0bde966a_nohash_0.wav,bed
86,e98cb283_nohash_0.wav,dog
87,6d1dcca6_nohash_2.wav,five
88,fa446c16_nohash_2.wav,bed
89,364c0853_nohash_0.wav,seven
90,412c675c_nohash_0.wav,three
91,c256377f_nohash_0.wav,left
92,bf5d409d_nohash_0.wav,bed
93,834f03fe_nohash_3.wav,right
94,f19c1390_nohash_0.wav,left
95,9c06a3f3_nohash_0.wav,bed
96,29fb33da_nohash_1.wav,seven
97,f6af2457_nohash_0.wav,seven
98,590750e8_nohash_0.wav,three
99,ed0720f1_nohash_1.wav,marvin
100,8781f4c1_nohash_0.wav,five
101,89f3ab7d_nohash_1.wav,off
102,c53b335a_nohash_0.wav,down
103,cc592808_nohash_3.wav,bed
104,0137b3f4_nohash_1.wav,four
105,f3d06008_nohash_0.wav,six
106,6727b579_nohash_3.wav,four
107,76b58705_nohash_1.wav,seven
108,a19452d5_nohash_1.wav,bed
109,723efc4c_nohash_1.wav,seven
110,26b28ea7_nohash_2.wav,right
111,e7ea8b76_nohash_1.wav,bed
112,2f666bb2_nohash_0.wav,down
113,030ec18b_nohash_1.wav,marvin
114,763188c4_nohash_1.wav,five
115,7211390b_nohash_2.wav,eight
116,e55a2b20_nohash_0.wav,off
117,fd395b74_nohash_1.wav,left
118,ccfd721c_nohash_0.wav,sheila
119,099d52ad_nohash_3.wav,four
120,37dca74f_nohash_4.wav,down
121,6cb6eee7_nohash_0.wav,marvin
122,edc53350_nohash_0.wav,bed
123,924c1a04_nohash_0.wav,three
124,74b73f88_nohash_0.wav,six
125,d78858d9_nohash_2.wav,eight
126,e6be0830_nohash_0.wav,right
127,c634a189_nohash_2.wav,three
128,b7a6f709_nohash_0.wav,bed
129,5d0ab165_nohash_0.wav,left
130,de41f895_nohash_1.wav,left
131,aff582a1_nohash_2.wav,four
132,364f979f_nohash_0.wav,six
133,888a0c49_nohash_2.wav,three
134,ab81c9c8_nohash_0.wav,house
135,2e0d80f7_nohash_1.wav,six
136,80b8eab4_nohash_0.wav,seven
137,2b715941_nohash_0.wav,down
138,f632210f_nohash_1.wav,right
139,4c4d2526_nohash_0.wav,bed
140,34ba417a_nohash_0.wav,down
141,51055bda_nohash_0.wav,bed
142,b97c9f77_nohash_4.wav,four
143,e04d7130_nohash_0.wav,down
144,d5c41d6a_nohash_0.wav,house
145,12529547_nohash_0.wav,off
146,ae71797c_nohash_0.wav,marvin
147,77655bdf_nohash_0.wav,six
148,e99d36c8_nohash_2.wav,six
149,692a88e6_nohash_0.wav,eight
150,da1d320c_nohash_0.wav,marvin
151,9beccfc8_nohash_5.wav,sheila
152,1c1060b1_nohash_1.wav,left
153,ec201020_nohash_3.wav,eight
154,fbdc07bb_nohash_0.wav,left
155,b8897f1c_nohash_0.wav,right
156,7fa5fa1f_nohash_0.wav,six
157,b5d1e505_nohash_0.wav,right
158,af130f12_nohash_1.wav,off
159,80f056c0_nohash_1.wav,five
160,2ad772d6_nohash_0.wav,dog
161,62581901_nohash_0.wav,six
162,fa7895de_nohash_0.wav,bed
163,25132942_nohash_3.wav,seven
164,b4aa9fef_nohash_4.wav,six
165,471a0925_nohash_2.wav,six
166,a74f3917_nohash_1.wav,down
167,6ceeb9aa_nohash_4.wav,six
168,8012c69d_nohash_1.wav,off
169,ae927455_nohash_0.wav,eight
170,d7529c0c_nohash_1.wav,off
171,01d22d03_nohash_2.wav,dog
172,acfd3bc3_nohash_0.wav,three
173,fffcabd1_nohash_1.wav,marvin
174,41777abb_nohash_0.wav,off
175,997867e7_nohash_0.wav,bed
176,b4aa9fef_nohash_0.wav,left
177,1890e5c3_nohash_0.wav,seven
178,8a1c449e_nohash_2.wav,right
179,2151b09a_nohash_0.wav,down
180,2f0a410b_nohash_0.wav,house
181,d7a58714_nohash_0.wav,dog
182,f9af823e_nohash_1.wav,marvin
183,9886d8bf_nohash_0.wav,dog
184,7fd25f7c_nohash_1.wav,eight
185,179a61b7_nohash_0.wav,down
186,3d53244b_nohash_4.wav,down
187,5fadb538_nohash_0.wav,down
188,ed0720f1_nohash_0.wav,eight
189,15c563d7_nohash_4.wav,left
190,7fa5fa1f_nohash_1.wav,seven
191,b7a0754f_nohash_4.wav,off
192,6e2ef3d5_nohash_0.wav,bed
193,ba59cab3_nohash_0.wav,four
194,6e8b9b7b_nohash_2.wav,five
195,96a48d28_nohash_4.wav,five
196,53d5b86f_nohash_0.wav,sheila
197,9ba34294_nohash_0.wav,eight
198,4a0e2c16_nohash_2.wav,five
199,bd061bef_nohash_0.wav,dog
200,1e4064b8_nohash_0.wav,down
201,7c75a504_nohash_0.wav,eight
202,338dacf5_nohash_0.wav,off
203,6c968bd9_nohash_1.wav,eight
204,0e5193e6_nohash_1.wav,house
205,617de221_nohash_4.wav,four
206,d2f4f431_nohash_0.wav,eight
207,2039b9c1_nohash_0.wav,eight
208,28ef2a01_nohash_1.wav,down
209,96ab6565_nohash_3.wav,right
210,e2286c18_nohash_0.wav,left
211,692a88e6_nohash_2.wav,seven
212,435f9f9e_nohash_0.wav,off
213,b9cccd01_nohash_0.wav,seven
214,2cec1d47_nohash_1.wav,down
215,b959cd0c_nohash_0.wav,right
216,7e843da8_nohash_0.wav,off
217,a331d9cb_nohash_3.wav,bed
218,e9901cf0_nohash_1.wav,seven
219,1e9b215e_nohash_2.wav,down
220,3d9200b9_nohash_0.wav,six
221,a9abc695_nohash_2.wav,three
222,d90b4138_nohash_1.wav,three
223,3bfd30e6_nohash_0.wav,five
224,ab5b211a_nohash_0.wav,off
225,f19c1390_nohash_1.wav,four
226,569455ff_nohash_1.wav,eight
227,826268f8_nohash_0.wav,five
228,15c371c7_nohash_0.wav,dog
229,962f27eb_nohash_0.wav,sheila
230,65d14087_nohash_0.wav,eight
231,d90b4138_nohash_0.wav,down
232,9a69672b_nohash_4.wav,seven
233,b9f46737_nohash_0.wav,sheila
234,03c96658_nohash_0.wav,dog
235,3dfd6c23_nohash_1.wav,down
236,3006c271_nohash_0.wav,house
237,ab7b5acd_nohash_3.wav,down
238,2fa39636_nohash_0.wav,house
239,f8f60f59_nohash_1.wav,six
240,1678e6f1_nohash_0.wav,eight
241,1daa5ada_nohash_0.wav,sheila
242,a0a8d759_nohash_0.wav,sheila
243,f0edc767_nohash_0.wav,sheila
244,8dd24423_nohash_0.wav,five
245,6794a793_nohash_0.wav,four
246,52bfbce8_nohash_1.wav,house
247,3ec05c3d_nohash_0.wav,left
248,ffd2ba2f_nohash_1.wav,eight
249,d4d898d7_nohash_0.wav,marvin
250,f618568f_nohash_0.wav,six
251,73124b26_nohash_0.wav,down
252,0c2ca723_nohash_0.wav,right
253,1a6eca98_nohash_1.wav,six
254,ecef25ba_nohash_0.wav,six
255,f5733968_nohash_3.wav,off
256,f5733968_nohash_1.wav,four
257,fbe51750_nohash_1.wav,right
258,ffd2ba2f_nohash_2.wav,five
259,9b3ea809_nohash_1.wav,sheila
260,cd85758f_nohash_0.wav,off
261,ceaadb24_nohash_0.wav,marvin
262,ef2a3cfb_nohash_0.wav,dog
263,71bf8f48_nohash_1.wav,three
264,58df33b5_nohash_0.wav,off
265,94de6a6a_nohash_2.wav,left
266,6cf5459b_nohash_1.wav,three
267,01b4757a_nohash_1.wav,sheila
268,825f450d_nohash_1.wav,off
269,6aafb34f_nohash_0.wav,down
270,cb164eea_nohash_0.wav,bed
271,05d18852_nohash_2.wav,dog
272,8549f25d_nohash_0.wav,four
273,825f450d_nohash_1.wav,left
274,7ca023e2_nohash_0.wav,sheila
275,37b03ab1_nohash_3.wav,eight
276,77655bdf_nohash_0.wav,dog
277,43b85b64_nohash_0.wav,right
278,a8f45bdc_nohash_1.wav,off
279,2aa787cf_nohash_0.wav,marvin
280,0c40e715_nohash_0.wav,three
281,fe5c4a7a_nohash_0.wav,four
282,5fadb538_nohash_2.wav,down
283,e62056e2_nohash_0.wav,down
284,72ca6a6d_nohash_0.wav,off
285,964e8cfd_nohash_2.wav,seven
286,815f0f03_nohash_1.wav,right
287,97101ef3_nohash_1.wav,three
288,d7c60815_nohash_0.wav,right
289,26e9ae6b_nohash_0.wav,right
290,8e05039f_nohash_4.wav,right
291,e7334395_nohash_1.wav,seven
292,b97c9f77_nohash_0.wav,four
293,db72a474_nohash_0.wav,dog
294,e4a2cf79_nohash_1.wav,right
295,333784b7_nohash_2.wav,eight
296,7b2e879e_nohash_0.wav,marvin
297,0ff728b5_nohash_2.wav,seven
298,a8cf01bc_nohash_0.wav,down
299,f953e1af_nohash_4.wav,four
300,9080f6d3_nohash_2.wav,down
301,97e0c576_nohash_1.wav,five
302,9d171fee_nohash_0.wav,six
303,7081436f_nohash_1.wav,off
304,73af0c50_nohash_0.wav,off
305,530306f5_nohash_0.wav,eight
306,1b4c9b89_nohash_4.wav,down
307,c24d96eb_nohash_0.wav,off
308,c1d39ce8_nohash_2.wav,six
309,6c0f6493_nohash_2.wav,five
310,850e2222_nohash_1.wav,bed
311,3e31dffe_nohash_0.wav,five
312,9d050657_nohash_0.wav,dog
313,50033893_nohash_1.wav,sheila
314,87eff300_nohash_1.wav,three
315,3bfd30e6_nohash_1.wav,seven
316,ef2578c0_nohash_0.wav,off
317,7211390b_nohash_2.wav,five
318,ad63d93c_nohash_0.wav,bed
319,1daa5ada_nohash_0.wav,three
320,620ff0fa_nohash_0.wav,bed
321,f84762e5_nohash_1.wav,three
322,8625475c_nohash_0.wav,right
323,6727b579_nohash_2.wav,left
324,3c165869_nohash_0.wav,six
325,5e3b7a84_nohash_0.wav,five
326,7ea032f3_nohash_4.wav,four
327,c1d39ce8_nohash_1.wav,five
328,c1d39ce8_nohash_3.wav,four
329,7799c9cd_nohash_0.wav,dog
330,89f3ab7d_nohash_0.wav,bed
331,8f3f252c_nohash_2.wav,house
332,a8cb6dda_nohash_2.wav,bed
333,4d4e17f5_nohash_3.wav,right
334,3d53244b_nohash_4.wav,right
335,c08585c1_nohash_0.wav,off
336,31267b59_nohash_0.wav,house
337,1cbcc7a7_nohash_0.wav,six
338,2b42e7a2_nohash_0.wav,four
339,8c7c9168_nohash_2.wav,six
340,50a8ef27_nohash_0.wav,marvin
341,a2b16113_nohash_1.wav,four
342,97addd88_nohash_1.wav,five
343,2579e514_nohash_0.wav,dog
344,0d53e045_nohash_0.wav,five
345,24b82192_nohash_1.wav,seven
346,cf87b736_nohash_1.wav,left
347,3ffa3457_nohash_4.wav,sheila
348,721f767c_nohash_2.wav,house
349,6414258b_nohash_0.wav,five
350,3847619e_nohash_0.wav,four
351,953fe1ad_nohash_4.wav,right
352,6c0f6493_nohash_0.wav,three
353,80b8eab4_nohash_0.wav,four
354,4249c833_nohash_0.wav,six
355,b5552931_nohash_2.wav,six
356,b11a05d2_nohash_1.wav,eight
357,be91a00a_nohash_0.wav,sheila
358,caf9fceb_nohash_0.wav,sheila
359,6b7d5101_nohash_0.wav,bed
360,d3a18257_nohash_0.wav,down
361,4f8ef132_nohash_0.wav,sheila
362,5af0ca83_nohash_1.wav,five
363,c1e0e8e3_nohash_1.wav,down
364,c4e1f6e0_nohash_0.wav,right
365,ec201020_nohash_4.wav,off
366,c5c60d8d_nohash_0.wav,eight
367,439c84f4_nohash_1.wav,five
368,3847619e_nohash_0.wav,eight
369,747e69fd_nohash_0.wav,right
370,8d8d9855_nohash_2.wav,sheila
371,62641b88_nohash_0.wav,four
372,726382d6_nohash_0.wav,left
373,65d14087_nohash_0.wav,down
374,b83c1acf_nohash_4.wav,four
375,a4c938ce_nohash_0.wav,off
376,2aec99ec_nohash_0.wav,three
377,5c8af87a_nohash_3.wav,five
378,c245d3d7_nohash_1.wav,marvin
379,34805883_nohash_0.wav,right
380,67c7fecb_nohash_0.wav,four
381,a42a88ff_nohash_0.wav,four
382,da7689f1_nohash_0.wav,eight
383,a902ce9b_nohash_1.wav,marvin
384,c90c0105_nohash_0.wav,sheila
385,ed0720f1_nohash_1.wav,left
386,bbb2eb5b_nohash_0.wav,seven
387,f17be97f_nohash_3.wav,right
388,15c563d7_nohash_3.wav,five
389,eb3d8eb1_nohash_0.wav,left
390,53fd1780_nohash_0.wav,seven
391,99b05bcf_nohash_0.wav,five
392,c93d5e22_nohash_0.wav,house
393,3ed3e49a_nohash_1.wav,bed
394,7d86b703_nohash_0.wav,sheila
395,dca2797e_nohash_0.wav,bed
396,b01c8f61_nohash_0.wav,sheila
397,86b89661_nohash_1.wav,five
398,8549f25d_nohash_3.wav,three
399,c245d3d7_nohash_1.wav,three
400,89865a6f_nohash_0.wav,sheila
401,9e075bf1_nohash_0.wav,marvin
402,dec73123_nohash_1.wav,five
403,e99d36c8_nohash_0.wav,sheila
404,b12bef84_nohash_1.wav,off
405,b17f5ba0_nohash_1.wav,sheila
406,28ed6bc9_nohash_2.wav,six
407,7fc74fbe_nohash_0.wav,sheila
408,ef2a3cfb_nohash_0.wav,six
409,93f30cc4_nohash_1.wav,four
410,6cb6eee7_nohash_0.wav,four
411,1ecfb537_nohash_0.wav,eight
412,f839238a_nohash_0.wav,six
413,42beb5eb_nohash_0.wav,six
414,dea820ce_nohash_2.wav,down
415,c099668c_nohash_1.wav,sheila
416,6727b579_nohash_2.wav,four
417,3d9200b9_nohash_1.wav,six
418,8b39e36f_nohash_2.wav,off
419,f816db77_nohash_0.wav,marvin
420,b26343e9_nohash_0.wav,bed
421,3ea77ede_nohash_0.wav,dog
422,4a0e2c16_nohash_0.wav,five
423,27c30960_nohash_1.wav,six
424,64220627_nohash_0.wav,bed
425,07363607_nohash_0.wav,three
426,24694eb6_nohash_2.wav,left
427,92a9c5e6_nohash_0.wav,left
428,c948d727_nohash_0.wav,left
429,9f7079fe_nohash_0.wav,house
430,b12bef84_nohash_1.wav,right
431,38d78313_nohash_3.wav,left
432,bd11c654_nohash_0.wav,three
433,d107dc42_nohash_0.wav,sheila
434,a0a8d759_nohash_0.wav,six
435,b4aa9fef_nohash_4.wav,eight
436,659b7fae_nohash_2.wav,off
437,44b5720d_nohash_0.wav,seven
438,1b63157b_nohash_0.wav,down
439,ab71c9a7_nohash_2.wav,six
440,5677ec77_nohash_0.wav,six
441,721f767c_nohash_0.wav,off
442,d0faf7e4_nohash_0.wav,five
443,c0c0d87d_nohash_0.wav,right
444,161fcca8_nohash_0.wav,six
445,53eb0a88_nohash_0.wav,down
446,311fde72_nohash_0.wav,dog
447,6cc28ce5_nohash_3.wav,left
448,9b5815cd_nohash_0.wav,bed
449,e10e2cbb_nohash_0.wav,right
450,96d5276f_nohash_1.wav,five
451,cd85758f_nohash_0.wav,sheila
452,e41e41f7_nohash_1.wav,three
453,5828dfa2_nohash_0.wav,six
454,1995cf9e_nohash_0.wav,sheila
455,9886d8bf_nohash_0.wav,sheila
456,24befdb3_nohash_1.wav,three
457,ad6a46f1_nohash_0.wav,three
458,2da58b32_nohash_1.wav,down
459,5705a0f9_nohash_0.wav,three
460,d0faf7e4_nohash_3.wav,off
461,626e323f_nohash_0.wav,five
462,0f7dc557_nohash_2.wav,house
463,31267b59_nohash_0.wav,three
464,7846fd85_nohash_1.wav,eight
465,d5356b9a_nohash_1.wav,right
466,db9cd41d_nohash_0.wav,eight
467,b97c9f77_nohash_3.wav,down
468,6071a214_nohash_1.wav,four
469,96c67073_nohash_0.wav,house
470,9d32f10a_nohash_1.wav,four
471,3a70ab7f_nohash_1.wav,four
472,bfbd0e6b_nohash_0.wav,six
473,0397ecda_nohash_0.wav,left
474,07363607_nohash_0.wav,five
475,5c39594f_nohash_4.wav,six
476,2bdbe5f7_nohash_3.wav,five
477,2bdbe5f7_nohash_1.wav,seven
478,953fe1ad_nohash_0.wav,three
479,18a1aab9_nohash_0.wav,left
480,377e916b_nohash_0.wav,sheila
481,a1c63f25_nohash_0.wav,eight
482,742d6431_nohash_0.wav,four
483,97f4c236_nohash_1.wav,left
484,f5733968_nohash_3.wav,seven
485,0227998e_nohash_1.wav,sheila
486,4fe01997_nohash_2.wav,sheila
487,2da58b32_nohash_2.wav,right
488,29fb33da_nohash_3.wav,six
489,9ff2d2f4_nohash_4.wav,down
490,8ff44869_nohash_0.wav,marvin
491,db43cd03_nohash_1.wav,marvin
492,8a0457c9_nohash_0.wav,marvin
493,56eab10e_nohash_0.wav,right
494,6c429c7b_nohash_4.wav,five
495,d9462202_nohash_0.wav,right
496,825f450d_nohash_0.wav,dog
497,eb3f7d82_nohash_0.wav,right
498,fe1916ba_nohash_1.wav,dog
499,89f680f3_nohash_0.wav,eight
500,3209ec42_nohash_0.wav,house
501,dabf67d9_nohash_0.wav,marvin
502,6846af18_nohash_0.wav,four
503,3e31dffe_nohash_4.wav,six
504,50a8ef27_nohash_1.wav,six
505,0e5193e6_nohash_0.wav,left
506,9f4098cb_nohash_0.wav,five
507,15c371c7_nohash_0.wav,down
508,eb0676ec_nohash_0.wav,six
509,1df99a8a_nohash_0.wav,eight
510,d197e3ae_nohash_3.wav,four
511,026290a7_nohash_0.wav,off
512,692a88e6_nohash_3.wav,right
513,151bfb79_nohash_0.wav,off
514,a4e8a997_nohash_0.wav,down
515,43691f67_nohash_0.wav,marvin
516,daf230ac_nohash_0.wav,down
517,2c6446f7_nohash_0.wav,three
518,e82914c0_nohash_0.wav,off
519,439c84f4_nohash_2.wav,four
520,df038de4_nohash_0.wav,left
521,876c84d6_nohash_0.wav,eight
522,e48a80ed_nohash_0.wav,off
523,cc3d1613_nohash_0.wav,house
524,b0bad4a9_nohash_0.wav,house
525,cb5d2c6e_nohash_0.wav,bed
526,db9d52d2_nohash_0.wav,three
527,5705a0f9_nohash_0.wav,down
528,cb5d2c6e_nohash_0.wav,sheila
529,f5733968_nohash_4.wav,off
530,f88f97a7_nohash_0.wav,bed
531,01bb6a2a_nohash_4.wav,four
532,6c0f6493_nohash_1.wav,left
533,012c8314_nohash_0.wav,eight
534,9886d8bf_nohash_2.wav,five
535,0137b3f4_nohash_3.wav,six
536,2f666bb2_nohash_2.wav,four
537,3b7f817e_nohash_0.wav,down
538,692a88e6_nohash_3.wav,six
539,014f9f65_nohash_0.wav,five
540,88053e92_nohash_0.wav,dog
541,214ccb20_nohash_0.wav,six
542,a759efbc_nohash_0.wav,right
543,bab36420_nohash_2.wav,seven
544,bd2db1a5_nohash_1.wav,six
545,bfb10243_nohash_1.wav,left
546,dbb40d24_nohash_3.wav,left
547,3f2b358d_nohash_0.wav,off
548,f17be97f_nohash_3.wav,eight
549,238c112c_nohash_0.wav,four
550,3a789a0d_nohash_2.wav,marvin
551,c90c0105_nohash_0.wav,eight
552,152491bc_nohash_0.wav,eight
553,0d53e045_nohash_1.wav,dog
554,dbaf8fc6_nohash_0.wav,six
555,625fd898_nohash_0.wav,dog
556,51eefcc6_nohash_1.wav,sheila
557,c50225fa_nohash_0.wav,house
558,8a325749_nohash_1.wav,four
559,66774579_nohash_0.wav,eight
560,778a4a01_nohash_0.wav,eight
561,aa753bb9_nohash_0.wav,left
562,d3a18257_nohash_0.wav,three
563,402e2977_nohash_0.wav,eight
564,11b1df78_nohash_2.wav,five
565,99fad6a0_nohash_0.wav,off
566,1706c35f_nohash_0.wav,seven
567,acde7e73_nohash_0.wav,seven
568,f1b35ace_nohash_2.wav,four
569,44260689_nohash_0.wav,off
570,1df483c0_nohash_0.wav,down
571,876c84d6_nohash_0.wav,four
572,6f342826_nohash_0.wav,bed
573,fce96bac_nohash_1.wav,four
574,8aa35b0c_nohash_1.wav,left
575,30f31e42_nohash_0.wav,seven
576,3c257192_nohash_3.wav,three
577,56f8a100_nohash_0.wav,six
578,e53139ad_nohash_0.wav,bed
579,8523766b_nohash_0.wav,three
580,7eee5973_nohash_1.wav,bed
581,7f74626f_nohash_1.wav,down
582,8f4c551f_nohash_0.wav,down
583,106a6183_nohash_0.wav,dog
584,8625475c_nohash_0.wav,eight
585,8fce59ff_nohash_0.wav,six
586,20d3f11f_nohash_1.wav,eight
587,2a0b413e_nohash_0.wav,sheila
588,afb9e62e_nohash_0.wav,down
589,36de13e1_nohash_1.wav,dog
590,3b853f44_nohash_1.wav,off
591,37d38e44_nohash_1.wav,four
592,3f6ba067_nohash_0.wav,left
593,c22d3f18_nohash_2.wav,eight
594,21307344_nohash_1.wav,eight
595,e0315cf6_nohash_4.wav,seven
596,325a0c39_nohash_0.wav,three
597,56eb74ae_nohash_2.wav,right
598,39a12648_nohash_2.wav,off
599,cb8f8307_nohash_1.wav,left
600,f428ca69_nohash_4.wav,dog
601,72ca6a6d_nohash_0.wav,bed
602,ead2934a_nohash_0.wav,off
603,b15fc37d_nohash_0.wav,off
604,2aa787cf_nohash_0.wav,off
605,d84829e0_nohash_0.wav,left
606,37dca74f_nohash_2.wav,off
607,9a7c1f83_nohash_1.wav,bed
608,f4504600_nohash_0.wav,off
609,439c84f4_nohash_1.wav,right
610,4a1e736b_nohash_3.wav,eight
611,b9cccd01_nohash_1.wav,seven
612,6094340e_nohash_0.wav,six
613,89f680f3_nohash_0.wav,six
614,5e033479_nohash_1.wav,off
615,69086eb0_nohash_1.wav,six
616,1ecfb537_nohash_3.wav,five
617,b97c9f77_nohash_2.wav,right
618,cd8b1781_nohash_0.wav,sheila
619,7e4fa1d8_nohash_1.wav,four
620,86648261_nohash_2.wav,house
621,dc2222d7_nohash_0.wav,seven
622,840eab5a_nohash_1.wav,five
623,af8b2f2c_nohash_1.wav,down
624,8dc26a15_nohash_2.wav,off
625,c4533c47_nohash_0.wav,house
626,6b889021_nohash_2.wav,eight
627,2f0a410b_nohash_0.wav,bed
628,8601f33b_nohash_1.wav,marvin
629,8523766b_nohash_1.wav,five
630,a996cf66_nohash_0.wav,down
631,e0344f60_nohash_0.wav,right
632,2296b1af_nohash_0.wav,eight
633,3d6bee47_nohash_0.wav,eight
634,b1426003_nohash_0.wav,dog
635,7e7f0ed6_nohash_0.wav,four
636,a902ce9b_nohash_0.wav,six
637,49f30eed_nohash_3.wav,seven
638,042186b8_nohash_0.wav,off
639,d85270c1_nohash_0.wav,eight
640,f2dd248e_nohash_0.wav,dog
641,81dc4a94_nohash_0.wav,marvin
642,7add4c5f_nohash_1.wav,dog
643,84bf12ff_nohash_2.wav,four
644,0a9f9af7_nohash_2.wav,marvin
645,4b39347d_nohash_0.wav,three
646,62ef962d_nohash_0.wav,six
647,bc196f81_nohash_0.wav,right
648,b4bef564_nohash_0.wav,house
649,300384f0_nohash_0.wav,bed
650,88120683_nohash_0.wav,right
651,069ab0d5_nohash_2.wav,eight
652,a2473d62_nohash_0.wav,eight
653,551e42e8_nohash_0.wav,right
654,cdfbbe75_nohash_0.wav,right
655,4c4d2526_nohash_0.wav,eight
656,b2e2773a_nohash_0.wav,down
657,87014d40_nohash_1.wav,right
658,fce96bac_nohash_0.wav,six
659,e8d562ca_nohash_1.wav,eight
660,65c73b55_nohash_2.wav,left
661,e54a0f16_nohash_0.wav,left
662,2275edbb_nohash_1.wav,eight
663,51055bda_nohash_0.wav,eight
664,95ba4996_nohash_1.wav,six
665,aa48c94a_nohash_0.wav,left
666,59fe87e6_nohash_0.wav,six
667,82c6d220_nohash_1.wav,marvin
668,9637f43f_nohash_0.wav,six
669,ce7a8e92_nohash_1.wav,right
670,b0bad4a9_nohash_1.wav,six
671,4f2be90f_nohash_0.wav,right
672,5a9f7324_nohash_0.wav,bed
673,1f3bece8_nohash_0.wav,marvin
674,3143fdff_nohash_0.wav,bed
675,44b5720d_nohash_1.wav,house
676,95299b6c_nohash_1.wav,right
677,fad7a69a_nohash_0.wav,marvin
678,8281a2a8_nohash_3.wav,eight
679,bbaa7946_nohash_1.wav,sheila
680,1b4c9b89_nohash_1.wav,left
681,9c06a3f3_nohash_0.wav,sheila
682,dc269564_nohash_1.wav,dog
683,439c84f4_nohash_0.wav,six
684,c634a189_nohash_3.wav,three
685,21832144_nohash_0.wav,down
686,87014d40_nohash_2.wav,sheila
687,692a88e6_nohash_1.wav,eight
688,46a153d8_nohash_1.wav,eight
689,c518d1b1_nohash_0.wav,down
690,a8ee11c7_nohash_1.wav,marvin
691,db9d52d2_nohash_0.wav,eight
692,4f8ef132_nohash_0.wav,left
693,102192fd_nohash_0.wav,right
694,563aa4e6_nohash_2.wav,six
695,e8b6f6fe_nohash_0.wav,four
696,53eb0a88_nohash_0.wav,five
697,4a0e2c16_nohash_0.wav,marvin
698,21832144_nohash_0.wav,dog
699,d197e3ae_nohash_3.wav,five
700,2579e514_nohash_1.wav,house
701,964e8cfd_nohash_1.wav,down
